,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side
3630219,2018030416_286,2018030416,286,19.0,6.0,Shot,Wrist Shot,60.0,-25.0,3,REGULAR,721,479,2019-06-10 02:37:10,3,0,Alex Pietrangelo Wrist Shot saved by Tuukka Rask,60.0,-25.0,left
3630220,2018030416_287,2018030416,287,19.0,6.0,Goal,Wrist Shot,77.0,10.0,3,REGULAR,721,479,2019-06-10 02:37:15,3,1,"Ryan O'Reilly (7) Wrist Shot, assists: Alex Pietrangelo (15), David Perron (8)",77.0,10.0,left
3630221,2018030416_288,2018030416,288,,,Stoppage,,,,3,REGULAR,721,479,2019-06-10 02:37:29,3,1,Icing,,,
3630222,2018030416_289,2018030416,289,6.0,19.0,Faceoff,,0.0,0.0,3,REGULAR,721,479,2019-06-10 02:39:23,3,1,David Krejci faceoff won against Brayden Schenn,0.0,0.0,right
3630223,2018030416_290,2018030416,290,,,Stoppage,,,,3,REGULAR,739,461,2019-06-10 02:39:50,3,1,Icing,,,
3630224,2018030416_291,2018030416,291,6.0,19.0,Faceoff,,-69.0,-22.0,3,REGULAR,739,461,2019-06-10 02:39:56,3,1,David Krejci faceoff won against Brayden Schenn,69.0,22.0,right
3630225,2018030416_292,2018030416,292,19.0,6.0,Giveaway,,-68.0,-12.0,3,REGULAR,765,435,2019-06-10 02:40:42,3,1,Giveaway by Carl Gunnarsson,-68.0,-12.0,left
3630226,2018030416_293,2018030416,293,6.0,19.0,Shot,Snap Shot,-60.0,21.0,3,REGULAR,766,434,2019-06-10 02:40:44,3,1,Noel Acciari Snap Shot saved by Jordan Binnington,60.0,-21.0,right
3630227,2018030416_294,2018030416,294,,,Stoppage,,,,3,REGULAR,767,433,2019-06-10 02:40:46,3,1,Goalie Stopped,,,
3630228,2018030416_295,2018030416,295,19.0,6.0,Faceoff,,-69.0,22.0,3,REGULAR,767,433,2019-06-10 02:43:05,3,1,Tyler Bozak faceoff won against Charlie Coyle,-69.0,22.0,left
3630229,2018030416_296,2018030416,296,,,Stoppage,,,,3,REGULAR,774,426,2019-06-10 02:43:19,3,1,Offside,,,
3630230,2018030416_297,2018030416,297,19.0,6.0,Faceoff,,-20.0,-22.0,3,REGULAR,774,426,2019-06-10 02:43:21,3,1,Tyler Bozak faceoff won against Charlie Coyle,-20.0,-22.0,left
3630231,2018030416_298,2018030416,298,6.0,19.0,Blocked Shot,,72.0,-1.0,3,REGULAR,788,412,2019-06-10 02:43:48,3,1,Torey Krug,-72.0,1.0,right
3630232,2018030416_299,2018030416,299,19.0,6.0,Shot,Wrist Shot,38.0,-23.0,3,REGULAR,795,405,2019-06-10 02:43:54,3,1,Colton Parayko Wrist Shot saved by Tuukka Rask,38.0,-23.0,left
3630233,2018030416_300,2018030416,300,,,Stoppage,,,,3,REGULAR,796,404,2019-06-10 02:43:57,3,1,Goalie Stopped,,,
3630234,2018030416_301,2018030416,301,6.0,19.0,Faceoff,,69.0,-22.0,3,REGULAR,796,404,2019-06-10 02:44:07,3,1,Sean Kuraly faceoff won against Ryan O'Reilly,-69.0,22.0,right
3630235,2018030416_302,2018030416,302,19.0,6.0,Takeaway,,61.0,-10.0,3,REGULAR,800,400,2019-06-10 02:44:29,3,1,Takeaway by David Perron,61.0,-10.0,left
3630236,2018030416_303,2018030416,303,6.0,19.0,Takeaway,,66.0,10.0,3,REGULAR,802,398,2019-06-10 02:44:34,3,1,Takeaway by Charlie McAvoy,-66.0,-10.0,right
3630237,2018030416_304,2018030416,304,,,Stoppage,,,,3,REGULAR,803,397,2019-06-10 02:44:39,3,1,Puck in Crowd,,,
3630238,2018030416_305,2018030416,305,6.0,19.0,Faceoff,,69.0,22.0,3,REGULAR,803,397,2019-06-10 02:44:39,3,1,Sean Kuraly faceoff won against Ryan O'Reilly,-69.0,-22.0,right
3630239,2018030416_306,2018030416,306,6.0,19.0,Shot,Wrist Shot,-84.0,-17.0,3,REGULAR,828,372,2019-06-10 02:45:21,3,1,Noel Acciari Wrist Shot saved by Jordan Binnington,84.0,17.0,right
3630240,2018030416_307,2018030416,307,6.0,19.0,Takeaway,,-96.0,-4.0,3,REGULAR,844,356,2019-06-10 02:45:37,3,1,Takeaway by Sean Kuraly,96.0,4.0,right
3630241,2018030416_308,2018030416,308,6.0,19.0,Goal,Wrist Shot,-74.0,10.0,3,REGULAR,846,354,2019-06-10 02:45:41,4,1,"David Pastrnak (9) Wrist Shot, assists: Brad Marchand (14), Sean Kuraly (6)",74.0,-10.0,right
3630242,2018030416_309,2018030416,309,6.0,19.0,Faceoff,,0.0,0.0,3,REGULAR,846,354,2019-06-10 02:46:12,4,1,Patrice Bergeron faceoff won against Brayden Schenn,0.0,0.0,right
3630243,2018030416_310,2018030416,310,6.0,19.0,Takeaway,,-54.0,-31.0,3,REGULAR,875,325,2019-06-10 02:46:49,4,1,Takeaway by David Pastrnak,54.0,31.0,right
3630244,2018030416_311,2018030416,311,19.0,6.0,Hit,,98.0,-10.0,3,REGULAR,1017,183,2019-06-10 02:49:11,4,1,Robert Thomas hit John Moore,98.0,-10.0,left
3630245,2018030416_312,2018030416,312,6.0,19.0,Blocked Shot,,66.0,-4.0,3,REGULAR,1023,177,2019-06-10 02:49:17,4,1,Patrice Bergeron,-66.0,4.0,right
3630246,2018030416_313,2018030416,313,6.0,19.0,Blocked Shot,,69.0,-10.0,3,REGULAR,1032,168,2019-06-10 02:49:26,4,1,John Moore,-69.0,10.0,right
3630247,2018030416_314,2018030416,314,19.0,6.0,Blocked Shot,,-73.0,-1.0,3,REGULAR,1046,154,2019-06-10 02:49:40,4,1,Colton Parayko,-73.0,-1.0,left
3630248,2018030416_315,2018030416,315,6.0,19.0,Goal,Wrist Shot,53.0,-27.0,3,REGULAR,1061,139,2019-06-10 02:49:59,5,1,"Zdeno Chara (2) Wrist Shot, assists: none",-53.0,27.0,right
3630249,2018030416_316,2018030416,316,19.0,6.0,Faceoff,,0.0,0.0,3,REGULAR,1061,139,2019-06-10 02:50:30,5,1,Oskar Sundqvist faceoff won against David Krejci,0.0,0.0,left
3630250,2018030416_317,2018030416,317,19.0,6.0,Hit,,99.0,-31.0,3,REGULAR,1074,126,2019-06-10 02:50:59,5,1,Zach Sanford hit Connor Clifton,99.0,-31.0,left
3630251,2018030416_318,2018030416,318,19.0,6.0,Shot,Slap Shot,40.0,-3.0,3,REGULAR,1080,120,2019-06-10 02:51:01,5,1,Robert Bortuzzo Slap Shot saved by Tuukka Rask,40.0,-3.0,left
3630252,2018030416_319,2018030416,319,,,Stoppage,,,,3,REGULAR,1081,119,2019-06-10 02:51:05,5,1,Goalie Stopped,,,
3630253,2018030416_320,2018030416,320,19.0,6.0,Faceoff,,69.0,-22.0,3,REGULAR,1081,119,2019-06-10 02:51:18,5,1,Oskar Sundqvist faceoff won against Charlie Coyle,69.0,-22.0,left
3630254,2018030416_321,2018030416,321,6.0,19.0,Shot,Tip-In,-8.0,3.0,3,REGULAR,1103,97,2019-06-10 02:51:56,5,1,Danton Heinen Tip-In saved by Jordan Binnington,8.0,-3.0,right
3630255,2018030416_322,2018030416,322,6.0,19.0,Shot,Backhand,-60.0,1.0,3,REGULAR,1160,40,2019-06-10 02:52:54,5,1,Sean Kuraly Backhand saved by Jordan Binnington,60.0,-1.0,right
3630256,2018030416_323,2018030416,323,6.0,19.0,Hit,,98.0,17.0,3,REGULAR,1177,23,2019-06-10 02:53:13,5,1,Connor Clifton hit Sammy Blais,-98.0,-17.0,right
3630257,2018030416_324,2018030416,324,19.0,6.0,Penalty,Slashing,98.0,25.0,3,REGULAR,1178,22,2019-06-10 02:53:34,5,1,Sammy Blais Slashing against Connor Clifton,98.0,25.0,left
3630258,2018030416_325,2018030416,325,19.0,6.0,Penalty,Roughing,88.0,25.0,3,REGULAR,1178,22,2019-06-10 02:53:34,5,1,Sammy Blais Roughing against Connor Clifton served by Zach Sanford,88.0,25.0,left
3630259,2018030416_326,2018030416,326,6.0,19.0,Penalty,Roughing,92.0,24.0,3,REGULAR,1178,22,2019-06-10 02:55:33,5,1,Connor Clifton Roughing against Sammy Blais,-92.0,-24.0,right
3630260,2018030416_327,2018030416,327,6.0,19.0,Faceoff,,-69.0,22.0,3,REGULAR,1178,22,2019-06-10 02:55:42,5,1,Sean Kuraly faceoff won against Oskar Sundqvist,69.0,-22.0,right
3630261,2018030416_328,2018030416,328,19.0,6.0,Penalty,Cross checking,-80.0,22.0,3,REGULAR,1183,17,2019-06-10 02:56:00,5,1,Robert Bortuzzo Cross checking against Noel Acciari,-80.0,22.0,left
3630262,2018030416_329,2018030416,329,19.0,6.0,Penalty,Misconduct,-78.0,17.0,3,REGULAR,1183,17,2019-06-10 02:56:00,5,1,Robert Bortuzzo Misconduct,-78.0,17.0,left
3630263,2018030416_330,2018030416,330,19.0,6.0,Faceoff,,-69.0,22.0,3,REGULAR,1183,17,2019-06-10 02:56:50,5,1,Oskar Sundqvist faceoff won against Sean Kuraly,-69.0,22.0,left
3630264,2018030416_331,2018030416,331,19.0,6.0,Shot,Wrist Shot,-74.0,15.0,3,REGULAR,1188,12,2019-06-10 02:56:55,5,1,Carl Gunnarsson Wrist Shot saved by Tuukka Rask,-74.0,15.0,left
3630265,2018030416_332,2018030416,332,6.0,19.0,Missed Shot,,8.0,-3.0,3,REGULAR,1199,1,2019-06-10 02:57:06,5,1,Connor Clifton - Wide of Net,-8.0,3.0,right
3630266,2018030416_333,2018030416,333,,,Period End,,,,3,REGULAR,1200,0,2019-06-10 02:57:12,5,1,End of 3rd Period,,,
3630267,2018030416_334,2018030416,334,,,Period Official,,,,3,REGULAR,1200,0,2019-06-10 02:57:14,5,1,Period Official,,,
3630268,2018030416_335,2018030416,335,,,Game End,,,,3,REGULAR,1200,0,2019-06-10 02:57:15,5,1,Game End,,,
3630269,2018030416_336,2018030416,336,,,Game Official,,,,3,REGULAR,1200,0,2019-06-10 15:56:27,5,1,Game Official,,,
